data_field,description
X,0
X_id,0
field,0
description,0
createdBy,0
updatedAt,0
createdAt,0
isDeleted,0
isActive,0
spOutputs,0
outputs,0
inputs,0
context_filter,0
context_set,0
shareWithSP,0
intentType,0
X__v,0
updatedBy,0
